WHEAT,ORE,WOOD,BRICK,SHEEP,TOTAL,POINTS PER TURN
0,2,2,4,14,22,0.06060606060606061
6,7,0,0,8,21,0.15151515151515152
3,0,5,5,9,22,0.12121212121212122
7,5,3,2,4,21,0.09090909090909091
4,7,6,0,4,21,0.15384615384615385
5,3,0,5,8,21,0.09230769230769231
2,5,5,0,9,21,0.06153846153846154
8,0,2,3,8,21,0.09230769230769231
0,13,3,2,2,20,0.045454545454545456
3,0,5,2,10,20,0.10909090909090909
7,5,0,8,0,20,0.03636363636363636
9,0,0,0,12,21,0.06363636363636363
4,3,3,5,5,20,0.06944444444444445
4,13,2,1,0,20,0.06944444444444445
0,0,8,0,13,21,0.041666666666666664
4,5,2,2,8,21,0.1388888888888889
0,4,0,8,8,20,0.024390243902439025
11,2,8,0,0,21,0.07317073170731707
5,4,2,5,5,21,0.08130081300813008
10,0,5,6,0,21,0.04065040650406504
7,6,4,4,0,21,0.08955223880597014
2,0,4,12,3,21,0.07462686567164178
8,4,0,4,5,21,0.14925373134328357
0,2,3,8,7,20,0.04477611940298507
11,6,4,0,0,21,0.11666666666666667
0,7,7,3,4,21,0.03333333333333333
5,0,7,0,10,22,0.05
5,7,4,6,0,22,0.16666666666666666
8,0,9,0,4,21,0.03125
0,1,13,3,4,21,0.07291666666666667
8,0,0,3,10,21,0.052083333333333336
5,5,5,0,8,23,0.10416666666666667
5,3,8,0,4,20,0.05102040816326531
8,5,7,0,0,20,0.10204081632653061
5,3,0,2,10,20,0.061224489795918366
2,6,9,0,2,19,0.05102040816326531
1,5,3,5,9,23,0.04054054054054054
4,4,5,5,4,22,0.13513513513513514
4,8,5,0,4,21,0.08108108108108109
2,8,2,5,3,20,0.08108108108108109
4,3,0,13,0,20,0.07692307692307693
3,8,8,2,0,21,0.1282051282051282
8,0,4,0,9,21,0.05128205128205128
0,4,10,2,7,23,0.10256410256410256
4,5,7,0,5,21,0.07
5,3,5,4,3,20,0.06
0,3,16,0,0,19,0.04
4,3,4,5,5,21,0.1
0,0,13,5,4,22,0.07142857142857142
6,6,3,5,0,20,0.14285714285714285
4,12,3,0,3,22,0.05714285714285714
4,0,6,5,8,23,0.11428571428571428
8,0,4,5,5,22,0.1
8,5,6,0,2,21,0.0875
4,6,3,8,0,21,0.0375
9,5,0,4,3,21,0.125
0,1,0,16,3,20,0.025
9,1,4,0,7,21,0.1
6,0,5,0,10,21,0.0375
2,3,4,5,9,23,0.125
8,4,10,0,0,22,0.08080808080808081
0,6,10,4,0,20,0.04040404040404041
3,9,5,0,4,21,0.10101010101010101
8,0,8,3,4,23,0.08080808080808081
3,10,4,0,4,21,0.09523809523809523
0,0,4,13,3,20,0.03571428571428571
2,12,4,3,0,21,0.08333333333333333
5,0,8,5,3,21,0.13095238095238096
0,0,9,4,8,21,0.05434782608695652
10,3,7,0,0,20,0.043478260869565216
8,2,5,0,6,21,0.08695652173913043
8,2,3,7,0,20,0.10869565217391304
10,0,5,0,7,22,0.04395604395604396
3,2,7,8,0,20,0.07692307692307693
8,0,7,0,7,22,0.10989010989010989
0,4,5,8,6,23,0.07692307692307693
5,5,4,2,4,20,0.24390243902439024
5,4,10,2,0,21,0.14634146341463414
4,5,11,2,0,22,0.07317073170731707
3,14,0,2,3,22,0.12195121951219512
12,5,0,0,4,21,0.12345679012345678
0,11,3,0,7,21,0.07407407407407407
0,4,0,15,2,21,0.024691358024691357
10,4,3,4,0,21,0.07407407407407407
0,5,7,9,2,23,0.04838709677419355
8,0,4,8,2,22,0.16129032258064516
4,12,0,0,5,21,0.14516129032258066
8,2,8,0,3,21,0.08064516129032258
9,0,4,5,4,22,0.0707070707070707
8,0,6,2,5,21,0.050505050505050504
4,5,3,7,2,21,0.10101010101010101
0,3,5,10,4,22,0.06060606060606061
0,5,0,10,7,22,0.06896551724137931
8,7,2,0,5,22,0.1724137931034483
9,2,0,3,7,21,0.08620689655172414
0,5,7,3,8,23,0.05172413793103448
5,0,13,4,0,22,0.07142857142857142
9,9,2,2,0,22,0.15714285714285714
9,0,3,6,3,21,0.1
5,5,6,0,7,23,0.11428571428571428
8,0,4,0,10,22,0.058823529411764705
3,0,8,6,5,22,0.08823529411764706
13,0,0,4,4,21,0.07352941176470588
3,3,9,0,8,23,0.14705882352941177
7,1,0,4,8,20,0.06896551724137931
4,1,4,0,12,21,0.06206896551724138
0,4,4,7,5,20,0.05517241379310345
2,0,10,6,3,21,0.06206896551724138
0,10,0,0,11,21,0.05625
3,2,3,0,13,21,0.05625
0,0,7,3,10,20,0.04375
5,0,2,8,5,20,0.0625
0,2,5,13,3,23,0.05555555555555555
0,10,0,5,7,22,0.027777777777777776
4,0,5,5,7,21,0.06944444444444445
6,6,0,3,5,20,0.1388888888888889
4,3,7,4,4,22,0.136986301369863
6,5,2,4,4,21,0.1095890410958904
3,6,5,0,7,21,0.0958904109589041
5,3,9,4,0,21,0.1232876712328767
2,9,3,5,3,22,0.08139534883720931
11,0,3,5,2,21,0.11627906976744186
0,4,2,5,9,20,0.08139534883720931
9,4,6,1,0,20,0.09302325581395349
4,0,3,10,3,20,0.07936507936507936
6,2,0,5,7,20,0.09523809523809523
8,2,2,3,5,20,0.1746031746031746
5,0,3,8,4,20,0.07936507936507936
0,7,7,0,6,20,0.04411764705882353
3,2,0,7,9,21,0.10294117647058823
17,0,4,0,0,21,0.029411764705882353
4,7,3,0,8,22,0.14705882352941177
5,6,7,0,2,20,0.08
5,4,3,4,5,21,0.09333333333333334
8,4,2,4,3,21,0.14666666666666667
8,0,8,5,0,21,0.05333333333333334
4,0,2,7,8,21,0.06060606060606061
4,0,3,7,7,21,0.050505050505050504
6,3,7,0,4,20,0.10101010101010101
0,7,4,6,3,20,0.04040404040404041
9,4,6,0,3,22,0.08955223880597014
10,7,2,2,0,21,0.07462686567164178
4,4,2,6,5,21,0.14925373134328357
5,4,0,8,5,22,0.05970149253731343
10,2,7,0,1,20,0.05714285714285714
4,0,8,4,5,21,0.11428571428571428
6,6,4,0,5,21,0.2857142857142857
7,0,4,12,0,23,0.05714285714285714
4,11,0,2,4,21,0.043478260869565216
11,0,3,0,7,21,0.034782608695652174
4,5,3,7,3,22,0.08695652173913043
2,10,3,0,7,22,0.06956521739130435
7,1,5,8,0,21,0.13559322033898305
0,0,5,7,9,21,0.03389830508474576
6,5,0,3,8,22,0.1694915254237288
9,0,11,0,2,22,0.06779661016949153
0,3,3,5,9,20,0.10752688172043011
7,0,4,0,10,21,0.043010752688172046
5,3,4,0,9,21,0.053763440860215055
6,1,10,4,0,21,0.06451612903225806
7,7,0,4,5,23,0.04285714285714286
4,4,5,5,4,22,0.14285714285714285
12,3,0,0,6,21,0.1
5,3,8,4,0,20,0.07142857142857142
7,0,8,0,5,20,0.0425531914893617
12,2,2,4,0,20,0.10638297872340426
4,2,5,1,8,20,0.06382978723404255
4,0,5,7,5,21,0.09574468085106383
4,5,8,0,3,20,0.049019607843137254
5,8,3,4,0,20,0.09803921568627451
8,4,2,0,6,20,0.08823529411764706
0,0,7,9,5,21,0.06862745098039216
6,0,5,4,5,20,0.08974358974358974
2,3,8,4,4,21,0.1282051282051282
4,5,7,5,0,21,0.10256410256410256
2,3,14,3,0,22,0.0641025641025641
0,0,4,10,8,22,0.07142857142857142
6,0,7,4,5,22,0.10204081632653061
5,6,6,4,0,21,0.08163265306122448
3,3,9,0,8,23,0.061224489795918366
6,9,4,2,0,21,0.136986301369863
0,11,0,3,7,21,0.0410958904109589
9,0,0,5,8,22,0.0547945205479452
9,7,6,0,0,22,0.0821917808219178
5,8,5,0,5,23,0.11235955056179775
4,0,8,8,2,22,0.10112359550561797
2,0,13,0,6,21,0.0449438202247191
0,7,8,3,3,21,0.02247191011235955
0,5,8,4,5,22,0.043478260869565216
5,5,6,0,5,21,0.09782608695652174
0,0,6,4,11,21,0.043478260869565216
4,5,3,0,8,20,0.10869565217391304
4,3,2,10,1,20,0.06349206349206349
9,3,4,0,5,21,0.06349206349206349
6,6,5,3,0,20,0.15873015873015872
2,5,0,7,7,21,0.06349206349206349
7,0,9,0,5,21,0.05737704918032787
4,3,5,2,7,21,0.08196721311475409
0,11,8,0,2,21,0.03278688524590164
1,3,4,13,0,21,0.05737704918032787
3,3,8,4,2,20,0.1044776119402985
8,0,9,0,3,20,0.07462686567164178
5,3,4,5,4,21,0.14925373134328357
5,2,9,5,0,21,0.08955223880597014
0,3,14,0,5,22,0.04310344827586207
3,2,5,0,10,20,0.04310344827586207
3,3,9,0,7,22,0.07758620689655173
3,3,4,4,9,23,0.08620689655172414
3,5,4,5,4,21,0.0851063829787234
5,5,4,5,2,21,0.11702127659574468
8,5,8,0,0,21,0.07446808510638298
3,0,5,13,0,21,0.06382978723404255
5,2,8,0,5,20,0.09523809523809523
0,4,10,4,3,21,0.06666666666666667
0,4,13,1,3,21,0.06666666666666667
10,2,0,9,0,21,0.08571428571428572
9,3,5,4,0,21,0.17543859649122806
0,8,2,3,8,21,0.03508771929824561
0,3,7,4,6,20,0.10526315789473684
4,6,5,4,2,21,0.10526315789473684
8,2,0,3,9,22,0.08163265306122448
5,4,0,6,5,20,0.10204081632653061
5,0,3,2,11,21,0.030612244897959183
8,0,15,0,0,23,0.05102040816326531
9,3,0,0,10,22,0.08333333333333333
0,13,7,0,0,20,0.023809523809523808
9,0,3,5,4,21,0.09523809523809523
9,3,11,0,0,23,0.11904761904761904
0,1,3,9,9,22,0.028846153846153848
0,4,5,5,8,22,0.07692307692307693
3,0,8,4,6,21,0.08653846153846154
9,0,5,9,0,23,0.09615384615384616
4,2,6,5,4,21,0.10752688172043011
9,2,3,0,7,21,0.06451612903225806
7,0,4,5,5,21,0.053763440860215055
5,0,2,5,8,20,0.07526881720430108
10,1,6,0,4,21,0.08108108108108109
5,3,4,5,4,21,0.13513513513513514
5,5,7,5,0,22,0.10810810810810811
10,0,4,5,3,22,0.08108108108108109
3,5,10,0,4,22,0.06896551724137931
0,7,7,0,7,21,0.05517241379310345
6,0,6,5,4,21,0.06206896551724138
15,0,5,0,2,22,0.041379310344827586
10,0,8,4,0,22,0.08849557522123894
8,4,2,0,8,22,0.07964601769911504
6,0,15,0,0,21,0.035398230088495575
0,3,5,4,11,23,0.07079646017699115
15,4,0,1,0,20,0.0625
3,4,13,1,0,21,0.0625
0,4,4,6,7,21,0.078125
8,5,8,0,2,23,0.15625
1,4,5,6,5,21,0.15384615384615385
4,7,3,2,5,21,0.09230769230769231
2,6,9,0,5,22,0.06153846153846154
3,0,12,2,5,22,0.046153846153846156
7,0,0,4,9,20,0.052083333333333336
10,6,5,0,0,21,0.09375
9,2,2,7,0,20,0.08333333333333333
7,4,2,0,6,19,0.10416666666666667
0,0,3,14,5,22,0.06
3,0,3,0,14,20,0.02
2,5,5,4,5,21,0.08
4,7,3,0,9,23,0.1
0,11,0,0,10,21,0.08333333333333333
5,0,7,0,8,20,0.027777777777777776
4,0,11,5,0,20,0.08333333333333333
5,8,0,4,3,20,0.1388888888888889
4,8,0,2,7,21,0.08333333333333333
8,0,0,8,5,21,0.08333333333333333
0,6,8,0,7,21,0.041666666666666664
11,0,3,5,2,21,0.16666666666666666
8,0,2,2,10,22,0.0945945945945946
8,0,3,2,8,21,0.13513513513513514
4,3,0,2,11,20,0.08108108108108109
9,0,5,4,3,21,0.05405405405405406
3,2,0,8,9,22,0.136986301369863
0,10,0,5,5,20,0.0410958904109589
5,0,0,7,9,21,0.0821917808219178
14,0,9,0,0,23,0.0273972602739726
11,0,4,0,6,21,0.08
5,2,5,5,4,21,0.09333333333333334
0,6,7,4,4,21,0.14666666666666667
3,5,5,5,2,20,0.08
0,6,2,8,4,20,0.058823529411764705
8,5,1,3,4,21,0.09803921568627451
7,5,0,4,4,20,0.0784313725490196
6,5,5,0,5,21,0.06862745098039216
7,4,3,0,6,20,0.17543859649122806
5,8,3,5,0,21,0.10526315789473684
8,0,3,0,10,21,0.05263157894736842
0,0,8,13,2,23,0.08771929824561403
0,6,9,0,5,20,0.038461538461538464
11,6,4,0,0,21,0.1282051282051282
3,5,0,8,5,21,0.0641025641025641
8,2,3,4,5,22,0.11538461538461539
7,0,0,8,6,21,0.09
2,0,11,0,8,21,0.05
0,1,4,3,13,21,0.05
14,3,4,1,0,22,0.1
0,0,6,0,15,21,0.029411764705882353
5,12,0,0,4,21,0.09803921568627451
3,3,0,11,5,22,0.049019607843137254
5,4,8,0,5,22,0.049019607843137254
0,4,0,10,6,20,0.022727272727272728
3,0,7,0,11,21,0.022727272727272728
4,8,5,0,4,21,0.10227272727272728
10,8,2,3,0,23,0.11363636363636363
8,1,9,3,0,21,0.14492753623188406
3,7,8,3,0,21,0.07246376811594203
3,0,6,0,11,20,0.043478260869565216
7,2,9,3,0,21,0.08695652173913043
0,3,7,2,9,21,0.06060606060606061
0,4,8,2,7,21,0.08080808080808081
8,8,4,0,0,20,0.10101010101010101
9,0,7,0,4,20,0.030303030303030304
13,4,0,0,3,20,0.11235955056179775
8,0,3,5,4,20,0.07865168539325842
3,4,6,0,8,21,0.056179775280898875
0,7,9,5,0,21,0.0898876404494382
4,4,7,5,0,20,0.08333333333333333
4,4,7,3,3,21,0.1
4,5,5,3,5,22,0.13333333333333333
7,3,7,5,0,22,0.16666666666666666
0,8,0,5,9,22,0.028169014084507043
2,0,4,3,12,21,0.09859154929577464
10,4,5,3,0,22,0.14084507042253522
2,7,9,3,0,21,0.028169014084507043
9,0,8,5,0,22,0.05555555555555555
3,3,3,5,6,20,0.18518518518518517
4,5,5,5,2,21,0.037037037037037035
8,0,10,5,0,23,0.1111111111111111
0,0,7,3,10,20,0.03409090909090909
9,4,0,3,5,21,0.07954545454545454
4,4,8,0,5,21,0.056818181818181816
2,2,9,3,5,21,0.125
2,12,5,0,2,21,0.056818181818181816
8,4,4,0,5,21,0.045454545454545456
0,4,7,3,7,21,0.10227272727272728
8,4,0,4,5,21,0.11363636363636363
3,7,4,7,0,21,0.11764705882352941
11,0,0,5,4,20,0.07058823529411765
3,0,13,3,2,21,0.058823529411764705
8,5,4,0,4,21,0.10588235294117647
4,0,5,5,7,21,0.12857142857142856
9,5,4,0,3,21,0.14285714285714285
3,4,12,2,0,21,0.04285714285714286
2,0,9,5,6,22,0.07142857142857142
10,0,1,0,9,20,0.05405405405405406
4,0,5,5,7,21,0.08108108108108109
5,5,4,7,0,21,0.09009009009009009
0,0,8,6,8,22,0.06306306306306306
3,3,10,0,4,20,0.06382978723404255
8,3,4,0,5,20,0.10638297872340426
6,1,13,0,0,20,0.02127659574468085
9,0,9,3,0,21,0.09574468085106383
14,3,5,0,0,22,0.136986301369863
2,4,13,3,0,22,0.0410958904109589
2,3,10,6,0,21,0.0958904109589041
7,3,5,3,5,23,0.1095890410958904
17,0,4,0,1,22,0.07575757575757576
8,2,0,5,6,21,0.15151515151515152
9,5,5,0,2,21,0.10606060606060606
0,5,14,0,3,22,0.045454545454545456
5,0,0,8,8,21,0.10309278350515463
5,2,5,0,9,21,0.061855670103092786
5,11,5,0,0,21,0.08247422680412371
1,7,0,4,9,21,0.030927835051546393
4,0,10,4,3,21,0.09900990099009901
11,0,2,0,8,21,0.0297029702970297
4,9,0,4,3,20,0.0594059405940594
7,0,5,3,4,19,0.06930693069306931
5,6,4,4,2,21,0.109375
0,0,9,10,2,21,0.0625
1,0,8,4,8,21,0.078125
2,1,8,5,5,21,0.171875
3,1,2,5,9,20,0.05405405405405406
7,0,3,9,2,21,0.13513513513513514
8,1,0,5,6,20,0.0945945945945946
2,3,13,3,0,21,0.10810810810810811
7,4,5,3,1,20,0.09375
4,0,13,4,0,21,0.07291666666666667
4,4,9,0,3,20,0.07291666666666667
5,5,0,3,8,21,0.10416666666666667
3,0,9,9,0,21,0.07777777777777778
11,7,0,0,3,21,0.1111111111111111
0,5,15,0,0,20,0.044444444444444446
10,0,2,3,4,19,0.08888888888888889
5,7,1,8,0,21,0.07777777777777778
12,2,3,4,0,21,0.1111111111111111
8,0,5,5,4,22,0.1
5,7,3,0,7,22,0.1
4,10,5,0,3,22,0.09210526315789473
2,0,11,0,7,20,0.06578947368421052
0,0,2,10,10,22,0.05263157894736842
10,9,0,0,4,23,0.13157894736842105
5,3,5,3,5,21,0.16393442622950818
13,0,4,0,3,20,0.06557377049180328
2,2,5,7,4,20,0.11475409836065574
3,3,9,4,1,20,0.11475409836065574
0,8,4,0,9,21,0.06896551724137931
4,5,0,2,10,21,0.1724137931034483
0,0,13,5,3,21,0.08620689655172414
10,0,11,0,0,21,0.034482758620689655
5,8,8,0,0,21,0.05434782608695652
3,6,4,8,0,21,0.043478260869565216
7,5,8,0,2,22,0.07608695652173914
4,2,5,8,3,22,0.10869565217391304
2,0,12,6,0,20,0.06666666666666667
4,0,3,5,8,20,0.05333333333333334
7,5,2,0,7,21,0.13333333333333333
5,0,6,7,3,21,0.09333333333333334
8,0,5,8,0,21,0.07352941176470588
0,0,7,4,9,20,0.029411764705882353
1,9,3,0,7,20,0.08823529411764706
8,5,2,5,0,20,0.14705882352941177
8,0,0,3,9,20,0.03125
0,8,9,0,4,21,0.0625
2,0,7,3,9,21,0.0625
4,9,0,4,4,21,0.171875
4,0,14,2,1,21,0.06382978723404255
6,3,5,7,0,21,0.10638297872340426
0,8,6,0,7,21,0.06382978723404255
3,3,5,2,8,21,0.09574468085106383
5,8,8,0,0,21,0.07954545454545454
3,8,0,7,3,21,0.06818181818181818
8,0,4,0,10,22,0.056818181818181816
1,4,0,6,10,21,0.11363636363636363
4,0,7,0,10,21,0.041666666666666664
4,5,0,0,11,20,0.05555555555555555
7,3,5,0,6,21,0.09722222222222222
0,11,5,2,2,20,0.1388888888888889
0,8,7,5,0,20,0.07368421052631578
3,8,9,0,0,20,0.05263157894736842
11,4,3,2,0,20,0.10526315789473684
3,0,4,7,7,21,0.08421052631578947
0,0,0,10,12,22,0.027777777777777776
0,3,8,0,9,20,0.041666666666666664
5,2,0,14,0,21,0.09722222222222222
4,3,3,9,4,23,0.1388888888888889
7,1,8,0,5,21,0.04878048780487805
0,5,9,3,4,21,0.07317073170731707
3,0,4,10,5,22,0.08130081300813008
3,5,9,0,5,22,0.07317073170731707
0,3,2,0,17,22,0.09210526315789473
10,0,0,0,10,20,0.06578947368421052
2,0,2,8,9,21,0.07894736842105263
4,3,8,8,0,23,0.13157894736842105
4,0,5,6,5,20,0.09782608695652174
0,2,11,3,5,21,0.06521739130434782
11,5,2,2,0,20,0.07608695652173914
7,2,3,2,5,19,0.10869565217391304
0,10,9,0,4,23,0.038461538461538464
5,3,2,4,8,22,0.1282051282051282
0,9,2,3,7,21,0.0641025641025641
11,3,3,3,0,20,0.10256410256410256
3,0,12,1,5,21,0.020833333333333332
3,5,8,0,5,21,0.07291666666666667
4,10,2,0,6,22,0.052083333333333336
15,0,0,4,2,21,0.10416666666666667
5,0,9,3,4,21,0.08333333333333333
3,6,4,4,4,21,0.09722222222222222
3,0,7,3,8,21,0.1111111111111111
8,5,2,0,8,23,0.1388888888888889
5,0,9,5,3,22,0.08860759493670886
0,0,5,11,4,20,0.0379746835443038
5,4,4,5,3,21,0.12658227848101267
3,8,9,0,3,23,0.05063291139240506
10,3,0,5,3,21,0.055944055944055944
0,4,16,0,0,20,0.03496503496503497
0,7,2,7,4,20,0.06993006993006994
1,8,3,0,8,20,0.055944055944055944
8,8,5,0,0,21,0.07547169811320754
8,7,2,3,0,20,0.09433962264150944
5,0,5,2,8,20,0.07547169811320754
4,3,8,0,5,20,0.0660377358490566
0,0,0,5,16,21,0.03333333333333333
0,0,10,4,7,21,0.03333333333333333
5,0,8,0,8,21,0.058333333333333334
10,0,0,5,4,19,0.08333333333333333
0,2,0,7,11,20,0.036585365853658534
0,3,6,3,9,21,0.12195121951219512
6,3,11,0,0,20,0.0975609756097561
5,3,2,2,9,21,0.07317073170731707
7,5,0,4,5,21,0.10752688172043011
3,3,7,8,0,21,0.07526881720430108
7,8,0,0,7,22,0.08602150537634409
0,4,13,0,4,21,0.043010752688172046
4,5,5,5,2,21,0.15384615384615385
4,3,3,5,6,21,0.09230769230769231
0,5,5,2,8,20,0.06153846153846154
1,0,3,12,4,20,0.07692307692307693
10,4,8,0,0,22,0.05714285714285714
3,8,2,0,8,21,0.14285714285714285
0,3,7,4,8,22,0.07142857142857142
0,3,0,6,12,21,0.04285714285714286
13,3,0,4,0,20,0.10752688172043011
9,0,8,4,0,21,0.06451612903225806
0,1,6,8,5,20,0.08602150537634409
11,0,5,0,5,21,0.06451612903225806
4,3,4,0,10,21,0.08823529411764706
5,8,4,3,0,20,0.09803921568627451
6,3,0,0,12,21,0.049019607843137254
5,0,7,3,6,21,0.058823529411764705
9,1,4,2,5,21,0.05063291139240506
7,0,4,0,10,21,0.05063291139240506
3,4,10,2,3,22,0.12658227848101267
5,4,3,0,10,22,0.08860759493670886
2,0,12,3,5,22,0.11764705882352941
0,6,5,0,9,20,0.047058823529411764
8,0,4,0,9,21,0.07058823529411765
7,5,0,11,0,23,0.07058823529411765
12,6,0,2,0,20,0.12987012987012986
7,9,1,4,0,21,0.11688311688311688
0,0,6,13,2,21,0.09090909090909091
4,9,3,0,7,23,0.09090909090909091
3,4,15,0,0,22,0.05714285714285714
4,4,9,5,0,22,0.15714285714285714
0,11,2,0,8,21,0.05714285714285714
7,0,5,5,6,23,0.11428571428571428
4,13,2,0,1,20,0.06451612903225806
4,3,4,9,1,21,0.16129032258064516
5,0,12,4,0,21,0.06451612903225806
9,5,6,3,0,23,0.14516129032258066
3,0,0,9,9,21,0.03260869565217391
3,2,8,3,5,21,0.05434782608695652
10,2,0,0,8,20,0.05434782608695652
3,2,4,3,9,21,0.11956521739130435
4,0,10,2,4,20,0.039473684210526314
3,4,6,0,8,21,0.09210526315789473
0,0,9,3,8,20,0.06578947368421052
8,3,0,8,2,21,0.13157894736842105
0,11,6,0,4,21,0.05813953488372093
0,4,10,3,4,21,0.11627906976744186
5,11,0,0,5,21,0.05813953488372093
7,2,5,6,0,20,0.023255813953488372
0,0,7,9,5,21,0.05263157894736842
5,0,8,0,8,21,0.07368421052631578
5,0,7,6,2,20,0.11578947368421053
7,0,3,9,2,21,0.07368421052631578
4,3,1,9,4,21,0.06382978723404255
6,3,3,4,5,21,0.10638297872340426
8,3,10,0,0,21,0.09574468085106383
6,3,0,14,0,23,0.05319148936170213
8,4,0,7,3,22,0.05405405405405406
13,0,3,5,0,21,0.13513513513513514
2,2,5,5,7,21,0.08108108108108109
9,5,6,0,2,22,0.05405405405405406
7,2,11,0,0,20,0.058333333333333334
3,4,5,0,9,21,0.06666666666666667
0,4,5,7,4,20,0.041666666666666664
8,0,3,5,5,21,0.08333333333333333
9,0,2,8,2,21,0.10309278350515463
3,0,0,8,10,21,0.061855670103092786
5,2,5,4,5,21,0.08247422680412371
3,2,5,0,10,20,0.05154639175257732
0,5,4,5,8,22,0.0625
8,0,7,5,0,20,0.0625
3,5,2,4,7,21,0.09375
3,9,3,4,4,23,0.10416666666666667
0,5,10,5,1,21,0.07575757575757576
8,8,2,3,0,21,0.15151515151515152
2,5,8,5,0,20,0.06060606060606061
7,0,6,0,6,19,0.10606060606060606
3,1,10,3,4,21,0.06593406593406594
2,0,8,3,8,21,0.054945054945054944
8,6,0,0,6,20,0.12087912087912088
2,0,8,3,8,21,0.054945054945054944
4,5,9,3,0,21,0.05970149253731343
3,7,7,0,4,21,0.07462686567164178
8,2,8,3,0,21,0.14925373134328357
0,1,8,3,9,21,0.05970149253731343
4,9,4,0,4,21,0.09523809523809523
7,2,4,5,3,21,0.2619047619047619
3,0,11,2,5,21,0.07142857142857142
4,7,7,0,5,23,0.11904761904761904
12,0,8,1,0,21,0.049019607843137254
9,2,0,7,3,21,0.09803921568627451
0,7,11,3,0,21,0.029411764705882353
10,4,8,0,0,22,0.08823529411764706
4,2,7,5,5,23,0.11235955056179775
5,0,10,3,4,22,0.10112359550561797
3,4,0,0,14,21,0.056179775280898875
9,2,3,3,3,20,0.06741573033707865
9,3,4,0,5,21,0.047619047619047616
7,3,0,7,4,21,0.09523809523809523
8,0,2,2,9,21,0.05952380952380952
8,5,0,0,9,22,0.11904761904761904
5,6,5,0,4,20,0.11764705882352941
8,6,0,4,3,21,0.058823529411764705
8,2,5,4,3,22,0.09411764705882353
0,2,10,7,3,22,0.10588235294117647
0,3,4,5,9,21,0.038461538461538464
3,7,0,5,5,20,0.1282051282051282
2,3,2,5,9,21,0.10256410256410256
9,4,0,8,0,21,0.07692307692307693
0,0,8,8,5,21,0.04854368932038835
3,9,0,3,6,21,0.04854368932038835
0,4,7,5,4,20,0.0970873786407767
7,0,10,0,4,21,0.06796116504854369
9,0,4,4,5,22,0.1506849315068493
0,5,2,9,5,21,0.0547945205479452
0,2,4,10,5,21,0.0547945205479452
0,0,4,8,8,20,0.0410958904109589
0,3,8,2,9,22,0.02631578947368421
5,0,6,2,8,21,0.07894736842105263
11,0,4,2,4,21,0.07894736842105263
8,7,0,2,5,22,0.13157894736842105
9,0,4,8,0,21,0.07042253521126761
4,0,6,3,8,21,0.056338028169014086
4,5,7,0,5,21,0.14084507042253522
9,0,9,5,0,23,0.09859154929577464
5,1,8,3,4,21,0.07575757575757576
9,5,7,0,0,21,0.15151515151515152
5,3,6,8,0,22,0.13636363636363635
10,2,7,0,3,22,0.13636363636363635
5,8,0,2,6,21,0.10309278350515463
2,7,0,6,5,20,0.030927835051546393
4,4,5,7,0,20,0.08247422680412371
7,0,6,0,7,20,0.041237113402061855
0,14,6,0,3,23,0.047619047619047616
0,4,9,5,4,22,0.047619047619047616
0,10,5,6,0,21,0.047619047619047616
5,0,3,5,8,21,0.11904761904761904
3,4,4,5,5,21,0.16923076923076924
2,2,3,8,5,20,0.046153846153846156
0,2,4,3,10,19,0.07692307692307693
3,0,6,7,5,21,0.07692307692307693
0,8,9,0,4,21,0.056451612903225805
0,7,5,9,0,21,0.06451612903225806
0,0,3,2,16,21,0.04838709677419355
1,0,9,4,7,21,0.08064516129032258
3,5,8,5,0,21,0.11290322580645161
6,4,4,5,2,21,0.16129032258064516
6,0,6,5,5,22,0.0967741935483871
0,1,14,0,6,21,0.06451612903225806
5,4,3,5,4,21,0.10126582278481013
2,3,0,4,11,20,0.06329113924050633
6,7,0,3,5,21,0.12658227848101267
2,0,7,7,5,21,0.10126582278481013
3,6,0,0,13,22,0.078125
3,11,3,0,4,21,0.078125
3,0,8,2,8,21,0.078125
5,9,2,6,0,22,0.15625
2,7,5,6,0,20,0.11290322580645161
5,4,5,3,4,21,0.16129032258064516
0,5,0,5,11,21,0.03225806451612903
5,0,13,2,3,23,0.08064516129032258
3,2,5,5,5,20,0.06
8,4,0,4,5,21,0.2
3,0,8,4,5,20,0.1
3,3,3,5,7,21,0.08
13,0,0,3,5,21,0.12359550561797752
6,3,7,0,4,20,0.0898876404494382
3,7,0,5,5,20,0.056179775280898875
3,0,7,1,9,20,0.0449438202247191
5,2,0,3,11,21,0.04201680672268908
0,5,5,2,8,20,0.058823529411764705
4,6,0,1,9,20,0.08403361344537816
10,0,5,5,0,20,0.07563025210084033
8,0,4,2,8,22,0.0625
3,0,0,14,3,20,0.0625
0,4,7,0,10,21,0.0625
4,0,6,4,9,23,0.125
3,4,5,4,5,21,0.11764705882352941
0,3,5,2,11,21,0.08235294117647059
2,11,5,0,3,21,0.07058823529411765
0,4,1,9,7,21,0.023529411764705882
0,5,0,8,7,20,0.041666666666666664
7,3,0,6,5,21,0.1111111111111111
8,3,9,0,2,22,0.09722222222222222
4,5,8,2,3,22,0.1527777777777778
9,0,0,13,0,22,0.05263157894736842
0,5,7,2,8,22,0.07894736842105263
10,0,0,5,6,21,0.05263157894736842
9,5,6,0,3,23,0.13157894736842105
2,8,5,2,4,21,0.06976744186046512
5,5,3,0,8,21,0.11627906976744186
